"Time [ms]"	"FL_a [Wb]"	"FL_c [Wb]"	"FL_b [Wb]"
45.3374000000003	0.00982250466372072	-0.218779496773112	0.203832451175297
45.4516000000003	-0.0221821116755841	-0.195500408622616	0.228583677215165
45.5658000000004	-0.0563686170664651	-0.169226860333605	0.250860361701537
45.6800000000004	-0.0819873247009634	-0.138098652460036	0.254206872664958
45.7942000000004	-0.11060610975725	-0.109909428959428	0.258171423686742
45.9084000000004	-0.138930031642657	-0.0813642675854933	0.254874098060332
46.0226000000004	-0.166727334200333	-0.0522626031272048	0.244536172961445
46.1368000000004	-0.192977062490809	-0.0228607574718852	0.2279033842968
46.2510000000004	-0.21856349646505	0.00834748856604234	0.20633980961299
46.3652000000004	-0.242025103365553	0.0414616357015684	0.181206371623375
46.4794000000004	-0.250093555903252	0.0682758259927639	0.151241449685203
46.5936000000004	-0.257262028316635	0.0971396409700191	0.123274590114776
46.7078000000004	-0.257255650328605	0.12561793007335	0.0948575330906436
46.8220000000004	-0.249845634787121	0.153789042731263	0.0657805605502307
46.9362000000004	-0.236018906759829	0.181377630672356	0.0361176419129655
47.0504000000004	-0.216463387091875	0.207626653588421	0.00559660098968458
47.1646000000004	-0.1927357209213	0.232096377792498	-0.0266189461814487
47.2788000000004	-0.166191918883978	0.253961676107636	-0.0611217668784439
